index,Слово,Часть речи,Род,Число,Падеж,Ударение
380,харитонов,сущ,муж,ед,0,6
381,террикон,сущ,муж,ед,0,7
382,микробиолог,сущ,муж,ед,0,8
383,завещатель,сущ,муж,ед,0,6
384,официоз,сущ,муж,ед,0,6
385,круговорот,сущ,муж,ед,0,9
386,грунт,сущ,муж,ед,0,3
387,репей,сущ,муж,ед,0,4
388,отель,сущ,муж,ед,0,3
389,интеллектуал,сущ,муж,ед,0,11
390,раскол,сущ,муж,ед,0,5
391,полиграф,сущ,муж,ед,0,7
392,гольф,сущ,муж,ед,0,2
393,договор,сущ,муж,ед,0,6
394,рецидив,сущ,муж,ед,0,6
395,римейк,сущ,муж,ед,0,2
396,мотоциклет,сущ,муж,ед,0,9
397,просек,сущ,муж,ед,0,3
398,царедворец,сущ,муж,ед,0,7
399,напильник,сущ,муж,ед,0,4
400,комбикорм,сущ,муж,ед,0,7
401,сон,сущ,муж,ед,0,2
402,лесничий,сущ,муж,ед,0,5
403,лазутчик,сущ,муж,ед,0,4
404,оргазм,сущ,муж,ед,0,4
405,плач,сущ,муж,ед,0,3
406,гарсон,сущ,муж,ед,0,5
407,приверженец,сущ,муж,ед,0,5
408,коновалов,сущ,муж,ед,0,6
409,печорин,сущ,муж,ед,0,4
410,кетчуп,сущ,муж,ед,0,2
411,ларионов,сущ,муж,ед,0,5
412,петербург,сущ,муж,ед,0,7
413,сель,сущ,муж,ед,0,2
414,столб,сущ,муж,ед,0,3
415,кенович,сущ,муж,ед,0,2
416,нафталин,сущ,муж,ед,0,7
417,сергьевич,сущ,муж,ед,0,2
418,водород,сущ,муж,ед,0,6
419,самосвал,сущ,муж,ед,0,7
420,бандаж,сущ,муж,ед,0,5
421,матрас,сущ,муж,ед,0,5
422,шорник,сущ,муж,ед,0,2
423,фраер,сущ,муж,ед,0,3
424,тахометр,сущ,муж,ед,0,4
425,купидон,сущ,муж,ед,0,6
426,мистик,сущ,муж,ед,0,2
427,праязык,сущ,муж,ед,0,6
428,миксер,сущ,муж,ед,0,2
429,боженька,сущ,муж,ед,0,2
430,чечен,сущ,муж,ед,0,4
431,оскал,сущ,муж,ед,0,4
432,петросян,сущ,муж,ед,0,2
433,суглинок,сущ,муж,ед,0,5
434,талончик,сущ,муж,ед,0,4
435,коллаборационист,сущ,муж,ед,0,2
436,акимов,сущ,муж,ед,0,3
437,болгарин,сущ,муж,ед,0,5
438,боров,сущ,муж,ед,0,2
439,водолаз,сущ,муж,ед,0,6
440,анонс,сущ,муж,ед,0,3
441,клён,сущ,муж,ед,0,3
442,котёл,сущ,муж,ед,0,4
443,сомик,сущ,муж,ед,0,2
444,дарвинизм,сущ,муж,ед,0,7
445,инк,сущ,муж,ед,0,1
446,коммивояжёр,сущ,муж,ед,0,10
447,помазок,сущ,муж,ед,0,2
448,родственник,сущ,муж,ед,0,2
449,сгиб,сущ,муж,ед,0,3
450,день,сущ,муж,ед,0,2
451,дуралей,сущ,муж,ед,0,6
452,забег,сущ,муж,ед,0,4
453,тотализатор,сущ,муж,ед,0,8
454,ляп,сущ,муж,ед,0,2
455,отделочник,сущ,муж,ед,0,4
456,паноптикум,сущ,муж,ед,0,4
457,образец,сущ,муж,ед,0,6
458,сюртук,сущ,муж,ед,0,5
459,борисов,сущ,муж,ед,0,4
460,фонендоскоп,сущ,муж,ед,0,10
461,филантроп,сущ,муж,ед,0,8
462,сброд,сущ,муж,ед,0,4
463,фитилёк,сущ,муж,ед,0,6
464,провансаль,сущ,муж,ед,0,8
465,священник,сущ,муж,ед,0,5
466,батька,сущ,муж,ед,0,2
467,неоклассицизм,сущ,муж,ед,0,11
468,саддам,сущ,муж,ед,0,2
469,конкурс,сущ,муж,ед,0,5
470,реостат,сущ,муж,ед,0,6
471,пиарщик,сущ,муж,ед,0,2
472,пролетарий,сущ,муж,ед,0,7
473,баранович,сущ,муж,ед,0,2
474,камнепад,сущ,муж,ед,0,7
475,диалект,сущ,муж,ед,0,5
476,американец,сущ,муж,ед,0,7
477,рассвет,сущ,муж,ед,0,6
478,броненосец,сущ,муж,ед,0,7
479,бланк,сущ,муж,ед,0,3
480,берег,сущ,муж,ед,0,2
481,дымоход,сущ,муж,ед,0,6
482,ведерников,сущ,муж,ед,0,2
483,эмиссар,сущ,муж,ед,0,6
484,биоритм,сущ,муж,ед,0,5
485,капрон,сущ,муж,ед,0,5
486,коврик,сущ,муж,ед,0,2
487,привкус,сущ,муж,ед,0,3
488,бред,сущ,муж,ед,0,3
489,предел,сущ,муж,ед,0,5
490,дуглас,сущ,муж,ед,0,2
491,арьевич,сущ,муж,ед,0,1
492,скоттович,сущ,муж,ед,0,3
493,магнат,сущ,муж,ед,0,5
494,нокаут,сущ,муж,ед,0,4
495,ким,сущ,муж,ед,0,2
496,концентр,сущ,муж,ед,0,2
497,отрыв,сущ,муж,ед,0,4
498,рикошет,сущ,муж,ед,0,6
499,азот,сущ,муж,ед,0,3
500,куратор,сущ,муж,ед,0,4
501,владимиров,сущ,муж,ед,0,3
502,кукурузник,сущ,муж,ед,0,6
503,призыв,сущ,муж,ед,0,5
504,цветик,сущ,муж,ед,0,3
505,материалист,сущ,муж,ед,0,9
506,орангутанг,сущ,муж,ед,0,8
507,выкуп,сущ,муж,ед,0,2
508,счастливчик,сущ,муж,ед,0,7
509,реал,сущ,муж,ед,0,3
510,паря,сущ,муж,ед,0,2
511,спам,сущ,муж,ед,0,3
512,крикун,сущ,муж,ед,0,5
513,заболоцкий,сущ,муж,ед,0,6
514,узник,сущ,муж,ед,0,1
515,иноземец,сущ,муж,ед,0,5
516,экстерьер,сущ,муж,ед,0,8
517,москвин,сущ,муж,ед,0,2
518,универсал,сущ,муж,ед,0,1
519,аэродром,сущ,муж,ед,0,7
520,камердинер,сущ,муж,ед,0,2
521,антисемитизм,сущ,муж,ед,0,10
522,индиец,сущ,муж,ед,0,4
523,страдалец,сущ,муж,ед,0,6
524,износ,сущ,муж,ед,0,4
525,нагрудник,сущ,муж,ед,0,5
526,фольксваген,сущ,муж,ед,0,8
527,щебень,сущ,муж,ед,0,2
528,отжиг,сущ,муж,ед,0,1
529,пеленг,сущ,муж,ед,0,2
530,маленков,сущ,муж,ед,0,2
531,мегаполис,сущ,муж,ед,0,6
532,джекович,сущ,муж,ед,0,3
533,коктейль,сущ,муж,ед,0,5
534,четверик,сущ,муж,ед,0,7
535,сильвестр,сущ,муж,ед,0,6
536,фаэтон,сущ,муж,ед,0,5
537,гробик,сущ,муж,ед,0,3
538,скит,сущ,муж,ед,0,3
539,односельчанин,сущ,муж,ед,0,10
540,мишка,сущ,муж,ед,0,2
541,стек,сущ,муж,ед,0,3
542,стрит,сущ,муж,ед,0,4
543,лингвист,сущ,муж,ед,0,6
544,психопат,сущ,муж,ед,0,7
545,браузер,сущ,муж,ед,0,3
546,тамтам,сущ,муж,ед,0,5
547,ревтрибунал,сущ,муж,ед,0,10
548,чулочек,сущ,муж,ед,0,4
549,соратник,сущ,муж,ед,0,4
550,манекен,сущ,муж,ед,0,6
551,водоканал,сущ,муж,ед,0,8
552,бтр,сущ,муж,ед,0,-1
553,авва,сущ,муж,ед,0,1
554,дягилев,сущ,муж,ед,0,2
555,механик,сущ,муж,ед,0,4
556,аптекарь,сущ,муж,ед,0,4
557,кабуки,сущ,муж,ед,0,4
558,каротин,сущ,муж,ед,0,6
559,крайком,сущ,муж,ед,0,6
560,никитин,сущ,муж,ед,0,4
561,координатор,сущ,муж,ед,0,8
562,волейболист,сущ,муж,ед,0,9
563,мотылёк,сущ,муж,ед,0,6
564,интернационалист,сущ,муж,ед,0,14
565,экзерсис,сущ,муж,ед,0,1
566,кореш,сущ,муж,ед,0,2
567,председатель,сущ,муж,ед,0,8
568,мохнач,сущ,муж,ед,0,5
569,альфред,сущ,муж,ед,0,6
570,уголочек,сущ,муж,ед,0,5
571,омоновец,сущ,муж,ед,0,3
572,консьерж,сущ,муж,ед,0,6
573,каганат,сущ,муж,ед,0,6
574,аудитор,сущ,муж,ед,0,4
575,январь,сущ,муж,ед,0,4
576,компот,сущ,муж,ед,0,5
577,откат,сущ,муж,ед,0,4
578,свояк,сущ,муж,ед,0,4
579,парламент,сущ,муж,ед,0,5
580,стадион,сущ,муж,ед,0,6
581,консорциум,сущ,муж,ед,0,5
582,лимонов,сущ,муж,ед,0,4
583,католик,сущ,муж,ед,0,4
584,рвач,сущ,муж,ед,0,3
585,интерпретатор,сущ,муж,ед,0,10
586,горчаков,сущ,муж,ед,0,2
587,ваятель,сущ,муж,ед,0,3
588,гейдар,сущ,муж,ед,0,2
589,мёртвый,сущ,муж,ед,0,2
590,репортёр,сущ,муж,ед,0,7
591,эрмитаж,сущ,муж,ед,0,6
592,меломан,сущ,муж,ед,0,6
593,единорог,сущ,муж,ед,0,7
594,пиночет,сущ,муж,ед,0,2
595,выпад,сущ,муж,ед,0,2
596,вольт,сущ,муж,ед,0,2
597,распад,сущ,муж,ед,0,5
598,ирокез,сущ,муж,ед,0,1
599,кулич,сущ,муж,ед,0,4
600,степанович,сущ,муж,ед,0,5
601,троечник,сущ,муж,ед,0,3
602,сериал,сущ,муж,ед,0,5
603,райсобес,сущ,муж,ед,0,7
604,страховщик,сущ,муж,ед,0,6
605,патологоанатом,сущ,муж,ед,0,2
606,ахмадулин,сущ,муж,ед,0,1
607,бобович,сущ,муж,ед,0,2
608,хулиган,сущ,муж,ед,0,6
609,гений,сущ,муж,ед,0,2
610,абхазец,сущ,муж,ед,0,4
611,биопрепарат,сущ,муж,ед,0,10
612,директор,сущ,муж,ед,0,4
613,вася,сущ,муж,ед,0,2
614,кролик,сущ,муж,ед,0,3
615,глушитель,сущ,муж,ед,0,5
616,шпинат,сущ,муж,ед,0,5
617,егор,сущ,муж,ед,0,1
618,театр,сущ,муж,ед,0,3
619,дипломник,сущ,муж,ед,0,2
620,мотобот,сущ,муж,ед,0,6
621,памятник,сущ,муж,ед,0,2
622,эхолот,сущ,муж,ед,0,5
623,барабанщик,сущ,муж,ед,0,6
624,очевидец,сущ,муж,ед,0,5
625,эклер,сущ,муж,ед,0,4
626,синтезатор,сущ,муж,ед,0,7
627,соавтор,сущ,муж,ед,0,3
628,иерусалим,сущ,муж,ед,0,8
629,футляр,сущ,муж,ед,0,5
630,свинг,сущ,муж,ед,0,3
631,димитрьевич,сущ,муж,ед,0,2
632,клюз,сущ,муж,ед,0,3
633,подиум,сущ,муж,ед,0,2
634,трактирщик,сущ,муж,ед,0,6
635,конферанс,сущ,муж,ед,0,7
636,нижегородец,сущ,муж,ед,0,8
637,громила,сущ,муж,ед,0,5
638,лидер,сущ,муж,ед,0,2
639,наст,сущ,муж,ед,0,2
640,ронович,сущ,муж,ед,0,2
641,скок,сущ,муж,ед,0,3
642,потанин,сущ,муж,ед,0,2
643,нарыв,сущ,муж,ед,0,4
644,промежуток,сущ,муж,ед,0,7
645,кирпичик,сущ,муж,ед,0,5
646,шмат,сущ,муж,ед,0,3
647,экуменизм,сущ,муж,ед,0,7
648,блеск,сущ,муж,ед,0,3
649,берия,сущ,муж,ед,0,2
650,страхователь,сущ,муж,ед,0,4
651,конвейер,сущ,муж,ед,0,5
652,снегирь,сущ,муж,ед,0,5
653,лауреат,сущ,муж,ед,0,6
654,барельеф,сущ,муж,ед,0,7
655,кодон,сущ,муж,ед,0,4
656,ангар,сущ,муж,ед,0,4
657,пестик,сущ,муж,ед,0,2
658,офшор,сущ,муж,ед,0,4
659,панин,сущ,муж,ед,0,2
660,устаток,сущ,муж,ед,0,1
661,измайлов,сущ,муж,ед,0,1
662,обрубок,сущ,муж,ед,0,4
663,протоиерей,сущ,муж,ед,0,9
664,африканец,сущ,муж,ед,0,6
665,фураж,сущ,муж,ед,0,2
666,пропеллер,сущ,муж,ед,0,5
667,мотыль,сущ,муж,ед,0,4
668,вестерн,сущ,муж,ед,0,2
669,клобук,сущ,муж,ед,0,3
670,луисович,сущ,муж,ед,0,2
671,стеклярус,сущ,муж,ед,0,3
672,добролюбов,сущ,муж,ед,0,2
673,прообраз,сущ,муж,ед,0,4
674,электропривод,сущ,муж,ед,0,12
675,гамлет,сущ,муж,ед,0,2
676,творец,сущ,муж,ед,0,5
677,рой,сущ,муж,ед,0,2
678,чубушник,сущ,муж,ед,0,4
679,листопад,сущ,муж,ед,0,7
680,минтруд,сущ,муж,ед,0,2
681,женатик,сущ,муж,ед,0,2
682,игорь,сущ,муж,ед,0,1
683,недобор,сущ,муж,ед,0,6
684,мармелад,сущ,муж,ед,0,7
685,круп,сущ,муж,ед,0,3
686,стоматолог,сущ,муж,ед,0,7
687,оптимист,сущ,муж,ед,0,6
688,метр,сущ,муж,ед,0,2
689,ордынец,сущ,муж,ед,0,4
690,простатит,сущ,муж,ед,0,8
691,курорт,сущ,муж,ед,0,4
692,псевдоним,сущ,муж,ед,0,8
693,реверс,сущ,муж,ед,0,2
694,народец,сущ,муж,ед,0,4
695,кнут,сущ,муж,ед,0,3
696,подойник,сущ,муж,ед,0,4
697,форпост,сущ,муж,ед,0,5
698,симулянт,сущ,муж,ед,0,6
699,вяземский,сущ,муж,ед,0,2
700,груздь,сущ,муж,ед,0,3
701,пятиклассник,сущ,муж,ед,0,7
702,мячик,сущ,муж,ед,0,2
703,мартинович,сущ,муж,ед,0,2
704,порученец,сущ,муж,ед,0,2
705,чудик,сущ,муж,ед,0,2
706,шалашик,сущ,муж,ед,0,4
707,третьяков,сущ,муж,ед,0,8
708,спрос,сущ,муж,ед,0,4
709,мучитель,сущ,муж,ед,0,4
710,салман,сущ,муж,ед,0,2
711,ералаш,сущ,муж,ед,0,5
712,плательщик,сущ,муж,ед,0,3
713,кен,сущ,муж,ед,0,2
714,кекс,сущ,муж,ед,0,2
715,культиватор,сущ,муж,ед,0,8
716,самогонщик,сущ,муж,ед,0,2
717,посул,сущ,муж,ед,0,4
718,привратник,сущ,муж,ед,0,6
719,клювик,сущ,муж,ед,0,3
720,манифест,сущ,муж,ед,0,6
721,смутьян,сущ,муж,ед,0,6
722,баварец,сущ,муж,ед,0,4
723,хмель,сущ,муж,ед,0,3
724,текстильщик,сущ,муж,ед,0,2
725,самосад,сущ,муж,ед,0,6
726,скрежет,сущ,муж,ед,0,4
727,слиток,сущ,муж,ед,0,3
728,леток,сущ,муж,ед,0,4
729,руб,сущ,муж,ед,0,2
730,суханов,сущ,муж,ед,0,2
731,триллион,сущ,муж,ед,0,7
732,идолопоклонник,сущ,муж,ед,0,10
733,геолог,сущ,муж,ед,0,3
734,транспорт,сущ,муж,ед,0,3
735,животина,сущ,муж,ед,0,2
736,шпат,сущ,муж,ед,0,3
737,жир,сущ,муж,ед,0,2
738,ефремов,сущ,муж,ед,0,4
739,сорт,сущ,муж,ед,0,2
740,персонал,сущ,муж,ед,0,7
741,класс,сущ,муж,ед,0,3
742,ролик,сущ,муж,ед,0,2
743,репертуар,сущ,муж,ед,0,8
744,пожар,сущ,муж,ед,0,2
745,ионович,сущ,муж,ед,0,1
746,тральщик,сущ,муж,ед,0,3
747,градиент,сущ,муж,ед,0,6
748,кремнезём,сущ,муж,ед,0,3
749,крепыш,сущ,муж,ед,0,5
750,энергоноситель,сущ,муж,ед,0,10
751,набросок,сущ,муж,ед,0,5
752,комплект,сущ,муж,ед,0,6
753,преступник,сущ,муж,ед,0,3
754,новочеркасск,сущ,муж,ед,0,2
